,ICD10,ICD10_formatted,PHECODE
4116,T25.3,T253,1000.0
4117,K22.0,K220,530.5
4118,M14.8,M148,713.0
4119,Q95.8,Q958,758.1
4120,Q76.6,Q766,756.2
4121,R41.1,R411,292.3
4122,Q72.9,Q729,755.6
4123,B65.9,B659,134.0
4124,K25,K25,531.2
4125,T81.9,T819,1011.0
4126,H80.9,H809,383.0
4127,H45.0,H450,379.2
4128,D35.2,D352,227.3
4129,L90.2,L902,701.0
4130,H65-H75.9,H65-H759,381.1
4131,B67.7,B677,134.1
4132,G06.2,G062,324.0
4133,J67,J67,500.1
4134,I24.1,I241,411.2
4135,E10.1,E101,250.11
4136,S36.9,S369,1008.0
4137,S40.7,S407,915.0
4138,N41,N41,601.1
4139,H42.8,H428,365.0
4140,C15.3,C153,150.0
4141,O74.9,O749,668.0
4142,F10.8,F108,317.0
4143,K05.1,K051,523.1
4144,R00.0,R000,427.7
4145,M62.5,M625,772.1
4146,G44.0,G440,340.0
4147,F70.9,F709,315.3
4148,A83.1,A831,323.0
4149,B21.7,B217,195.1
4150,O08.2,O082,639.0
4151,P61.1,P611,656.5
4152,G30.1,G301,290.11
4153,I67.1,I671,433.5
4154,G24.1,G241,333.4
4155,M62.5,M625,728.0
4156,R95,R95,1003.0
4157,T17.0,T170,1001.0
4158,B95.8,B958,41.1
4159,B35.3,B353,110.12
4160,I13.1,I131,401.2
4161,C02.0,C020,145.2
4162,Q53.1,Q531,751.12
4163,D72.0,D720,288.0
4164,I08.8,I088,420.3
4165,Q62.8,Q628,751.2
4166,T35.5,T355,1014.0
4167,N14.2,N142,580.32
4168,G54,G54,353.0
4169,D73.4,D734,289.5
4170,L10.3,L103,695.22
4171,D06.1,D061,180.3
4172,E14.3,E143,250.0
4173,I81,I81,452.0
4174,D72,D72,288.2
4175,F50.3,F503,305.2
4176,H80.1,H801,383.0
4177,A50-A64.9,A50-A649,90.0
4178,I08.8,I088,394.0
4179,E10.6,E106,250.1
4180,N07.3,N073,580.11
4181,N73.6,N736,614.1
4182,G11.9,G119,334.1
4183,R61.0,R610,705.8
4184,L40.0,L400,696.41
4185,S00.0,S000,915.0
4186,C43.1,C431,172.11
4187,G32.0,G320,334.0
4188,J15.5,J155,480.1
4189,Q05,Q05,752.11
4190,D36.9,D369,229.0
4191,T33.6,T336,1014.0
4192,O02.0,O020,634.0
4193,G31.0,G310,331.9
4194,S67.8,S678,1006.0
4195,Q41,Q41,750.21
4196,N87.2,N872,180.3
4197,C39,C39,165.0
4198,H43.3,H433,379.2
4199,N41.0,N410,601.11
4200,D17.2,D172,214.1
4201,I51.1,I511,414.0
4202,T82.2,T822,854.0
4203,E16.0,E160,251.1
4204,C77.9,C779,198.1
4205,D55.8,D558,282.9
4206,L72.9,L729,706.2
4207,H10.3,H103,369.5
4208,B51,B51,133.0
4209,Y52.8,Y528,972.0
4210,Y40.0,Y400,960.2
4211,P20.9,P209,661.0
4212,L28.1,L281,695.7
4213,T45.5,T455,964.1
4214,M40.0,M400,737.1
4215,C22.3,C223,155.1
4216,Q33.3,Q333,748.0
4217,I71.5,I715,442.1
4218,M99.7,M997,720.0
4219,K10.3,K103,526.5
4220,R78.8,R788,790.6
4221,L23.1,L231,939.0
4222,Q79.0,Q790,756.1
4223,D74.8,D748,289.9
4224,I00-I99.9,I00-I999,459.9
4225,D11.9,D119,210.0
4226,D09.9,D099,195.0
4227,K23.8,K238,1011.0
4228,S24.3,S243,952.0
4229,K23.8,K238,530.0
4230,T81.6,T816,1011.0
4231,A21.1,A211,369.0
4232,N86,N86,619.3
4233,S34.2,S342,952.0
4234,R52.0,R520,338.1
4235,L44.8,L448,689.0
4236,R26.0,R260,350.2
4237,C49,C49,170.2
4238,T63.9,T639,913.0
4239,M65-M68.9,M65-M689,727.0
4240,Z91.4,Z914,306.0
4241,O98.3,O983,647.0
4242,J70.1,J701,500.0
4243,Q69,Q69,755.3
4244,L57.2,L572,701.0
4245,N34,N34,592.2
4246,E07.9,E079,246.0
4247,C56,C56,184.11
4248,S25.5,S255,1007.0
4249,L71.9,L719,695.3
4250,Q64.6,Q646,751.2
4251,R77.1,R771,790.0
4252,S62.1,S621,804.0
4253,J37.0,J370,473.1
4254,N21.0,N210,594.2
4255,H81.4,H814,386.21
4256,K62.4,K624,565.0
4257,F40.0,F400,300.12
4258,R29.1,R291,781.0
4259,S58,S58,872.0
4260,D33.0,D330,225.1
4261,A25,A25,41.0
4262,Q77.1,Q771,756.0
4263,S03.2,S032,830.0
4264,P21.9,P219,661.0
4265,C68.8,C688,189.4
4266,Q14,Q14,753.2
4267,N89.6,N896,619.4
4268,K13.6,K136,528.0
4269,B78.0,B780,134.1
4270,X84,X84,297.2
4271,C18.3,C183,153.2
4272,E64.8,E648,263.0
4273,T40.8,T408,969.0
4274,E61.2,E612,262.0
4275,S03.2,S032,525.0
4276,Z37.3,Z373,634.0
4277,T00.6,T006,915.0
4278,E30.0,E300,259.3
4279,Q56.1,Q561,751.1
4280,A04.0,A040,8.51
4281,B56,B56,133.0
4282,Q06.1,Q061,752.2
4283,F06.0,F060,295.3
4284,T14.5,T145,1007.0
4285,B81,B81,134.1
4286,C81.1,C811,201.0
4287,S66.0,S660,1009.0
4288,L25.8,L258,939.0
4289,N84.3,N843,622.0
4290,I34.2,I342,395.1
4291,P37,P37,657.0
4292,A20,A20,41.0
4293,Z97.3,Z973,367.0
4294,G82.2,G822,344.0
4295,I23.5,I235,414.0
4296,D84.0,D840,279.8
4297,O36.4,O364,634.0
4298,F98.9,F989,313.0
4299,Q76.8,Q768,756.2
4300,F15.5,F155,316.0
4301,S62.6,S626,804.0
4302,M79.2,M792,766.0
4303,E28.9,E289,256.0
4304,K63.1,K631,569.0
4305,Z09.4,Z094,809.0
4306,F61,F61,301.0
4307,A24.4,A244,41.0
4308,M12.4,M124,716.8
4309,Q67.0,Q670,749.0
4310,N92.5,N925,626.1
4311,Q32.0,Q320,748.0
4312,N87.9,N879,180.3
4313,M76.0,M760,726.1
4314,P28.1,P281,656.2
4315,Q10-Q18.9,Q10-Q189,749.0
4316,D51.3,D513,281.12
4317,S40.8,S408,915.0
4318,F59,F59,303.3
4319,P39.4,P394,657.0
4320,N60.3,N603,610.3
4321,M23.6,M236,835.0
4322,H27.0,H270,379.3
4323,N01.3,N013,580.11
4324,K04.3,K043,522.0
4325,C02.2,C022,145.2
4326,M92.2,M922,732.1
4327,H18.7,H187,364.0
4328,P74,P74,656.3
4329,D48.0,D480,199.0
4330,A54,A54,90.2
4331,Y84.3,Y843,1011.0
4332,G04.2,G042,320.0
4333,I35.9,I359,395.2
4334,I35.9,I359,394.3
4335,L55-L59.9,L55-L599,938.0
4336,N97.1,N971,626.8
4337,T45.0,T450,963.0
4338,A40.1,A401,38.1
4339,L98.8,L988,689.0
4340,K73.8,K738,70.4
4341,D32.0,D320,225.1
4342,L70.8,L708,706.1
4343,F31.4,F314,296.1
4344,A40.1,A401,41.2
4345,J33.1,J331,471.0
4346,T42.3,T423,967.0
4347,Q78.0,Q780,756.5
4348,N89.7,N897,626.1
4349,Z73.2,Z732,389.0
4350,K04.1,K041,522.1
4351,C68.9,C689,189.4
4352,C46.8,C468,230.0
4353,I82.9,I829,452.0
4354,H43.8,H438,379.2
4355,F06.1,F061,291.1
4356,F42,F42,300.3
4357,A30.1,A301,31.1
4358,C69.4,C694,190.0
4359,T47.7,T477,973.0
4360,F52.4,F524,302.0
4361,F19.2,F192,290.3
4362,K52.1,K521,569.1
4363,D01.5,D015,155.0
4364,S14.5,S145,907.0
4365,Y50.0,Y500,969.0
4366,A05.0,A050,8.5
4367,B30.8,B308,369.2
4368,T26.5,T265,1000.0
4369,R23.4,R234,687.3
4370,I44.1,I441,426.23
4371,O41.8,O418,653.0
4372,T38.9,T389,962.3
4373,H91.1,H911,389.3
4374,F93.8,F938,313.0
4375,C69.6,C696,190.0
4376,O86.4,O864,654.0
4377,S25.1,S251,1007.0
4378,B74.3,B743,134.0
4379,H20.9,H209,371.1
4380,M46.9,M469,715.0
4381,T17.5,T175,1001.0
4382,B57,B57,133.0
4383,B85.1,B851,132.1
4384,Z87.2,Z872,689.0
4385,O33.4,O334,652.0
4386,I82.1,I821,452.0
4387,S29.0,S290,1009.0
4388,C91.5,C915,204.1
4389,G45.8,G458,433.31
4390,G58.7,G587,355.0
4391,C10.8,C108,149.1
4392,G02.0,G020,320.0
4393,M00,M00,711.1
4394,Q27,Q27,747.2
4395,N70,N70,614.3
4396,R06.7,R067,293.0
4397,M54.0,M540,723.0
4398,N43.1,N431,603.1
4399,E00-E07.9,E00-E079,246.0
4400,N98.0,N980,80.0
4401,A16.5,A165,10.0
4402,R48.0,R480,292.12
4403,N11,N11,590.0
4404,M21.9,M219,736.0
4405,O45,O45,635.2
4406,M51.0,M510,722.0
4407,K82,K82,575.0
4408,K71.2,K712,70.9
4409,P57,P57,656.0
4410,H61.1,H611,380.0
4411,Q71.0,Q710,755.4
4412,S57,S57,1006.0
4413,M31.2,M312,446.0
4414,C57,C57,184.1
4415,I31.1,I311,420.22
4416,C04,C04,145.5
4417,T04.7,T047,1006.0
4418,B40.8,B408,117.3
4419,O36.8,O368,655.0
4420,F52.5,F525,302.0
4421,K55.0,K550,441.1
4422,T45.1,T451,963.1
4423,G12.9,G129,334.2
4424,I77.2,I772,447.0
4425,C67.0,C670,189.21
4426,D04.6,D046,172.3
4427,E53,E53,261.2
4428,P15.2,P152,665.0
4429,L70.5,L705,706.1
4430,F52.8,F528,302.0
4431,O26.7,O267,646.0
4432,O26.7,O267,830.0
4433,P23.4,P234,656.0
4434,E10.4,E104,250.24
4435,J98.1,J981,508.0
4436,N88.3,N883,619.3
4437,Q70.0,Q700,755.3
4438,T48.0,T480,975.0
4439,O31.2,O312,651.0
4440,E10.4,E104,250.14
4441,I68.8,I688,433.0
4442,T70.8,T708,1014.0
4443,Q51.8,Q518,751.11
4444,O26.7,O267,1009.0
4445,L30.3,L303,690.0
4446,O99.0,O990,644.0
4447,F02.2,F022,333.3
4448,D73.8,D738,289.5
4449,N89.2,N892,620.0
4450,G97.2,G972,1011.0
4451,T91.1,T911,805.0
4452,V97.3,V973,1009.0
4453,F23.1,F231,291.1
4454,A07,A07,8.0
4455,I21.1,I211,411.2
4456,A75.3,A753,136.0
4457,F06.4,F064,300.1
4458,P36,P36,657.0
4459,R33,R33,599.2
4460,S17.9,S179,1006.0
4461,C75.0,C750,194.0
4462,I22.1,I221,411.2
4463,S36.2,S362,1008.0
4464,D19.1,D191,211.0
4465,S73.1,S731,1009.0
4466,T03,T03,830.0
4467,N48.1,N481,601.4
4468,Z85.7,Z857,202.0
4469,O88.1,O881,671.0
4470,I49.4,I494,427.6
4471,R74,R74,573.9
4472,S65.0,S650,1007.0
4473,E61.3,E613,262.0
4474,A43.1,A431,686.0
4475,I49.4,I494,427.3
4476,T03,T03,842.0
4477,O66.1,O661,652.0
4478,S89.8,S898,1009.0
4479,H05.5,H055,1001.0
4480,A98.3,A983,79.0
4481,H32.0,H320,363.0
4482,J85-J86.9,J85-J869,480.5
4483,C32,C32,149.4
4484,B57.2,B572,133.0
4485,P81,P81,656.7
4486,A30.0,A300,31.1
4487,C05,C05,145.0
4488,P15.1,P151,665.0
4489,H70.1,H701,381.3
4490,B58.1,B581,131.0
4491,F34.1,F341,300.4
4492,A92.3,A923,79.0
4493,K59.0,K590,563.0
4494,B38.4,B384,320.0
4495,M05.3,M053,714.1
4496,C17.9,C179,159.2
4497,N22,N22,594.0
4498,A15.7,A157,10.0
4499,M49.1,M491,715.0
4500,D23.5,D235,216.0
4501,M87.8,M878,733.4
4502,E83.5,E835,275.5
4503,Q78.2,Q782,756.5
4504,T80.6,T806,1011.0
4505,C41.0,C410,170.1
4506,X15,X15,1014.0
4507,S04.1,S041,907.0
4508,T17.8,T178,1001.0
4509,D07.3,D073,184.2
4510,Z37.1,Z371,634.0
4511,D01,D01,159.0
4512,Y62.0,Y620,585.31
4513,I63.3,I633,433.21
4514,A83.4,A834,323.0
4515,B58.9,B589,131.0
4516,M16.6,M166,740.12
4517,G95.8,G958,334.0
4518,Z22.1,Z221,1010.0
4519,R06.5,R065,293.0
4520,P71.8,P718,656.3
4521,B45.3,B453,117.0
4522,K80.2,K802,574.1
4523,K38.1,K381,540.0
4524,E77.1,E771,277.51
4525,Q80.1,Q801,691.1
4526,O98.2,O982,647.0
4527,I05,I05,394.2
4528,E73,E73,271.3
4529,M36.2,M362,713.0
4530,O35.1,O351,655.0
4531,F51.3,F513,327.5
4532,Z88.2,Z882,961.1
4533,L81.9,L819,694.2
4534,T46.9,T469,972.0
4535,C40-C41.9,C40-C419,170.1
4536,O02.1,O021,634.1
4537,Q50.3,Q503,751.11
4538,G57.5,G575,351.0
4539,I42.1,I421,425.11
4540,A03.3,A033,8.5
4541,K76.1,K761,573.1
4542,N16.2,N162,580.32
4543,S90-S99.9,S90-S999,1009.0
4544,S94,S94,907.0
4545,B00.9,B009,54.0
4546,L52,L52,695.81
4547,E76.8,E768,271.9
4548,R87.1,R871,1010.0
4549,M89.1,M891,733.0
4550,E40-E46.9,E40-E469,263.0
4551,K76.0,K760,571.5
4552,Q72.1,Q721,755.6
4553,O12.2,O122,646.0
4554,H66.3,H663,381.11
4555,P78.2,P782,656.6
4556,T47.8,T478,973.0
4557,H81.2,H812,386.2
4558,L93,L93,695.41
4559,L89,L89,707.1
4560,C43.3,C433,172.11
4561,C31.3,C313,149.9
4562,L10.2,L102,695.22
4563,S90.9,S909,915.0
4564,H01.0,H010,371.3
4565,H35.3,H353,362.2
4566,H35.3,H353,362.29
4567,Q64.9,Q649,751.2
4568,Q24.8,Q248,747.1
4569,Z43.2,Z432,559.0
4570,L57.4,L574,701.0
4571,H81.2,H812,79.0
4572,K83.5,K835,575.8
4573,A77.0,A770,136.0
4574,M00.8,M008,711.0
4575,N98.3,N983,1011.0
4576,G95,G95,334.0
4577,T90.8,T908,1009.0
4578,O33.9,O339,652.0
4579,Q60.6,Q606,751.22
4580,T67.8,T678,1014.0
4581,P29.9,P299,656.0
4582,S80.8,S808,915.0
4583,B22.1,B221,504.0
4584,N87,N87,180.3
4585,N25.0,N250,588.1
4586,M71.0,M710,727.0
4587,B83.1,B831,134.0
4588,I09.1,I091,394.0
4589,N71,N71,614.5
4590,C71.0,C710,191.11
4591,L74,L74,705.0
4592,D72.9,D729,288.0
4593,B21.0,B210,230.0
4594,G02,G02,320.0
4595,T27.4,T274,1000.0
4596,R06.0,R060,512.7
4597,F34,F34,296.0
4598,A20.8,A208,41.0
4599,C80,C80,195.1
4600,F02.3,F023,290.12
4601,O92.5,O925,676.0
4602,P94.0,P940,656.3
4603,Y58.3,Y583,941.0
4604,H15,H15,379.0
4605,A42,A42,41.0
4606,O68.8,O688,655.0
4607,A54.9,A549,90.2
4608,T33.8,T338,1014.0
4609,K27.5,K275,531.4
4610,M80-M85.9,M80-M859,743.9
4611,Y84.1,Y841,585.31
4612,O74.3,O743,668.0
4613,M25.6,M256,741.2
4614,M43.8,M438,724.9
4615,H61.9,H619,380.0
4616,Q30.3,Q303,749.0
4617,C11.8,C118,149.2
4618,H51,H51,378.0
4619,P03.4,P034,658.0
4620,P03.6,P036,658.0
4621,F33.9,F339,296.2
4622,A84.9,A849,323.0
4623,N00-N08.9,N00-N089,580.32
4624,Y52,Y52,972.0
4625,S76.0,S760,1009.0
4626,M71.3,M713,727.4
4627,I35,I35,395.2
4628,A52,A52,90.0
4629,Z95.3,Z953,395.6
4630,T62,T62,988.0
4631,C22.1,C221,155.0
4632,K00.8,K008,520.0
4633,I63.5,I635,433.2
4634,I70.8,I708,440.0
4635,K28.2,K282,531.1
4636,M50.9,M509,722.9
4637,B96.5,B965,41.0
4638,D21,D21,215.0
4639,J06.8,J068,465.0
4640,D59,D59,283.0
4641,C15.9,C159,150.0
4642,O98,O98,647.0
4643,S95.2,S952,1007.0
4644,A30.9,A309,31.1
4645,E23.3,E233,253.0
4646,P54.8,P548,656.4
4647,Q50.5,Q505,751.11
4648,I63.5,I635,433.21
4649,S87.8,S878,1009.0
4650,I97.0,I970,429.1
4651,Q97.9,Q979,758.1
4652,Q36.9,Q369,749.1
4653,O23.0,O230,647.1
4654,D51.8,D518,281.12
4655,I23.4,I234,414.0
4656,F39,F39,296.0
4657,E12.2,E122,260.2
4658,C85.9,C859,202.2
4659,X72,X72,297.2
4660,R39.8,R398,598.0
4661,Q73.8,Q738,755.4
4662,D60.1,D601,284.0
4663,K57.0,K570,562.1
4664,E12.2,E122,249.0
4665,R85.4,R854,1010.0
4666,S92.0,S920,801.0
4667,S60.2,S602,916.0
4668,S92.0,S920,800.4
4669,X17,X17,1014.0
4670,R39.8,R398,599.0
4671,G62.0,G620,316.1
4672,K45.8,K458,550.0
4673,I83,I83,454.1
4674,G71.8,G718,359.2
4675,N03.4,N034,580.11
4676,P02.5,P025,658.0
4677,C83.7,C837,202.2
4678,H25.2,H252,366.2
4679,Y32,Y32,297.0
4680,R47.1,R471,292.1
4681,M45,M45,715.2
4682,B42,B42,117.0
4683,Q84.9,Q849,757.0
4684,I34.8,I348,395.1
4685,X80,X80,297.2
4686,L66,L66,704.1
4687,S95.7,S957,1007.0
4688,I42.4,I424,425.1
4689,N48.6,N486,604.1
4690,S98.0,S980,872.0
4691,K13.5,K135,528.0
4692,E66.9,E669,278.1
4693,B48.2,B482,117.0
4694,K09.2,K092,526.1
4695,I24.0,I240,411.4
4696,K58,K58,564.1
4697,L50.5,L505,947.0
4698,D69.1,D691,287.4
4699,T80.5,T805,941.0
4700,T46.5,T465,972.0
4701,F33.8,F338,296.22
4702,Q60.1,Q601,751.22
4703,D43.2,D432,191.0
4704,I07.1,I071,394.7
4705,P37.4,P374,657.0
4706,L55.0,L550,938.1
4707,M21,M21,736.0
4708,Q83.3,Q833,612.3
4709,O20.9,O209,636.3
4710,P70.1,P701,656.3
4711,J05.0,J050,483.0
4712,L45,L45,689.0
4713,N49,N49,601.8
4714,E12.1,E121,249.0
4715,Z72.8,Z728,306.0
4716,L41,L41,696.2
4717,P74.1,P741,656.3
4718,R41.8,R418,292.0
4719,M00-M99.9,M00-M999,709.7
4720,B41.9,B419,117.3
4721,M75.3,M753,726.2
4722,D81.8,D818,279.1
4723,E12.1,E121,260.2
4724,N23,N23,594.8
4725,A15.5,A155,10.0
4726,T32.1,T321,1000.0
4727,I60.6,I606,430.1
4728,M76.5,M765,726.1
4729,G52.0,G520,352.0
4730,S70.1,S701,916.0
4731,A43.9,A439,41.0
4732,K83.0,K830,575.1
4733,I60.0,I600,459.9
4734,G32.8,G328,349.0
4735,O21.2,O212,643.0
4736,R16.0,R160,573.3
4737,B40.9,B409,117.3
4738,E10.2,E102,250.12
4739,E85.9,E859,270.33
4740,O64.5,O645,652.0
4741,H91.0,H910,389.0
4742,S50.8,S508,915.0
4743,E03.2,E032,244.1
4744,K55.2,K552,569.0
4745,I60.0,I600,433.0
4746,B77.8,B778,134.1
4747,B44.7,B447,117.4
4748,E87.0,E870,276.11
4749,A36.2,A362,465.0
4750,A82.9,A829,79.0
4751,B70.0,B700,134.1
4752,O64.8,O648,652.0
4753,Q06.8,Q068,752.2
4754,B18.9,B189,70.0
4755,T24.6,T246,1000.0
4756,B00.4,B004,323.0
4757,C96.2,C962,202.0
4758,O99.4,O994,671.0
4759,C60.8,C608,187.1
4760,E75.2,E752,331.0
4761,B67.5,B675,134.1
4762,C51.1,C511,184.2
4763,Q64.7,Q647,751.2
4764,P92.2,P922,656.3
4765,A56.0,A560,90.3
4766,A19.8,A198,10.0
4767,C26.9,C269,159.0
4768,C64,C64,189.11
4769,T45.6,T456,964.0
4770,O36.0,O360,654.2
4771,P25.8,P258,656.22
4772,C78.1,C781,198.2
4773,P13.2,P132,665.0
4774,H60.0,H600,686.1
4775,S27.8,S278,1008.0
4776,L40.3,L403,696.41
4777,Z51.1,Z511,197.0
4778,Q66.2,Q662,755.1
4779,E78.5,E785,272.1
4780,I38,I38,420.3
4781,A28.2,A282,41.0
4782,D47.1,D471,200.0
4783,R00.8,R008,427.0
4784,A84.8,A848,323.0
4785,H60.0,H600,380.1
4786,D69.6,D696,287.3
4787,Q33.4,Q334,748.0
4788,E50-E64.9,E50-E649,263.0
4789,Q68,Q68,756.0
4790,T80.2,T802,1011.0
4791,R21,R21,687.1
4792,R84.9,R849,516.0
4793,D25,D25,218.1
4794,B47.0,B470,117.0
4795,T46.7,T467,972.0
4796,T65,T65,989.0
4797,F93.9,F939,313.0
4798,M53.3,M533,742.9
4799,T23.4,T234,1000.0
4800,D03,D03,172.11
4801,D04.5,D045,172.3
4802,E25.0,E250,255.3
4803,M61.2,M612,728.1
4804,C71.2,C712,191.11
4805,H21.9,H219,379.5
4806,T93.3,T933,830.0
4807,L65.0,L650,704.12
4808,E06.1,E061,245.1
4809,N73.3,N733,614.0
4810,F89,F89,315.0
4811,P15.0,P150,665.0
4812,Q15.9,Q159,753.0
4813,E07,E07,246.0
4814,E32,E32,254.0
4815,T46.6,T466,972.0
4816,C71.3,C713,191.11
